Text,Category,Score,Label
"['ibrahim', 'tatlıses', 'torun', 'berfin', 'karakeçili', 'ofxord', 'üniversite', 'reklamcılık', 'alan', 'başvur', 'öğren', 'akıl', 'tatlıses', 'meşhur', 'söz', 'gel']",entertainment,0.4588,pozitif
"['milli', 'takım', 'yıldız', 'küçüklük', 'fotoğraf', 'gündem', 'ol']",sports,0.4588,pozitif
"['galatasarayı', 'milli', 'takımım', 'yıldız', 'futbolcu', 'barış', 'alper', 'yılmaz', 'çocukluk', 'fotoğraf', 'sosyal', 'medya', 'gündem', 'otur']",sports,0.7184,pozitif
"['izmirde', 'ki', 'skandal', 'sonra', 'skeç', 'gündem', 'ol']",other,0.0,nötr
"['izmirde', 'yol', 'ki', 'elektrik', 'kaçak', 'neden', 'iki', 'vatandaş', 'hayat', 'kaybet', 'skandal', 'sonra', 'levent', 'kırca', 'yıl', 'önce', 'ki', 'skeç', 'yeniden', 'gündem', 'ol']",other,0.0,nötr
"['nato', 'zirve', 'kadın', 'lider']",politics,0.25,pozitif
"['gün', 'i', 'dünya', 'göz', 'washington', 'gerçekleş', 'nato', 'lider', 'zirve', 'zirve', 'ana', 'gündem', 'madde', 'i', 'ukrayna', 'destek', 'çin', 'tehdit', 'ol', 'zirve', 'son', 'kadın', 'barış', 'güvenlik', 'politika', 'güncellenmiş', 'hal', 'onayla', 'bildirge', 'üye']",politics,-0.9001,negatif
"['türkiyeab', 'yüksek', 'düzeyli', 'diyalok', 'ilk', 'toplantı', 'yarın']",politics,0.4588,pozitif
"['türkiye', 'avrupa', 'birlik', 'ara', 'ki', 'yüksek', 'düzeyli', 'ticaret', 'diyalok', 'ilk', 'toplantı', 'ticaret', 'bakan', 'ömer', 'bolat', 'avrupa', 'komisyon', 'başkan', 'yardımcı', 'valdis', 'dombrovskis', 'başkanlık', 'yarın', 'brüksel', 'yap']",politics,0.0,nötr
"['ukrayna', 'destek', 'nato', 'çatış', 'taraf', 'yap']",politics,0.0,nötr
"['nato', 'genel', 'sekreter', 'jens', 'stoltenberg', 'ukrayna', 'askeri', 'destek', 'ilişkin', 'nato', 'çatış', 'taraf', 'hal', 'getir', 'ukrayna', 'kendi', 'savun', 'hak', 'koru', 'yardımcı', 'ol', 'de']",politics,-0.4588,negatif
"['irfan', 'değirmenci', 'ben', 'lgbt', 'kimlik', 'barışık']",other,0.7906,pozitif
"['gazeteci', 'irfan', 'değirmenci', 'merih', 'demiral', 'eleştir', 'video', 'bölüm', 'kes', 'sosyal', 'medya', 'eleştir', 'gündem', 'ol']",other,-0.4588,negatif
"['netflip', 'tiktok', 'tarikat', 'belge', 'li', 'gündem', 'ol', 'şeyta', 'dansçı', 'anlat']",entertainment,0.25,pozitif
"['dansç', 'miranda', 'derrick', 'netflix', 'belge', 'li', 'şeyta', 'dansçı', 'm', 'ad', 'tiktok', 'tarikat', 'yayınla', 'ardından', 'ölüm', 'tehdit', 'al', 'ön', 'sür', 'milyon', 'kişi', 'taraf', 'izle', 'belgesel', 'gündem', 'ol']",entertainment,-0.7906,negatif
"['asgari', 'ücret', 'zam', 'var', 'mi']",economics,0.4588,pozitif
"['milyonlarca', 'vatandaş', 'temmuz', 'ay', 'gir', 'gün', 'kala', 'asgari', 'ücret', 'hak', 'son', 'geliş', 'merak', 'et', 'asgari', 'ücret', 'ara', 'zam', 'ol', 'ol', 'dair', 'arka', 'arka', 'gel', 'açıkla', 'tablo', 'netleşirken', 'yan', 'tüik', 'taraf', 'temmuz', 'açıkla', 'e']",economics,-0.9001,negatif
"['cumhurbaşkanı', 'erdoğandan', 'yoğun', 'diploma', 'trafik']",politics,0.0,nötr
"['cumhurbaşkanı', 'erdoğan', 'temmuz', 'ay', 'kritik', 'diploma', 'trafik', 'yürü', 'ilk', 'olarak', 'şanghay', 'işbirliği', 'örgüt', 'lider', 'zirve', 'kat', 'ol', 'erdoğan', 'sonra', 'nato', 'lider', 'zirve', 'kat']",politics,-0.6124,negatif
"['murat', 'kurum', 'bakan', 'ol', 'söz', 'gündem', 'ol']",politics,0.25,pozitif
"['murat', 'kurum', 'çevre', 'şehircilik', 'iklim', 'değişiklik', 'bakanlık', 'atan', 'sonra', 'ibb', 'başkan', 'ekrem', 'imamoğlunun', 'ben', 'o', 'bak', 'ol', 'de', 'köfteci', 'ol', 'de', 'söz', 'yeniden', 'gündem', 'ol']",politics,-0.25,negatif
"['chpli', 'meclis', 'üye', 'darp', 'et', 'vur', 'durum', 'ağır']",politics,-0.8402,negatif
"['kayseri', 'pınarbaşı', 'beledi', 'meclis', 'üye', 'şerafett', 'baha', 'dir', 'kimlik', 'belirsiz', 'kişi', 'taraf', 'önce', 'darp', 'et', 'ardından', 'silah', 'vur', 'durum', 'ağır', 'ol', 'baha', 'dir', 'tedavi', 'alt', 'al', 'saldırgan', 'ara']",politics,-0.9638,negatif
"['bakan', 'işıkhan', 'açıkla', 'asgari', 'ücret']",economics,0.0,nötr
"['asgari', 'ücret', 'tartışma', 'gündem', 'ki', 'yer', 'koru', 'devam', 'et', 'son', 'olarak', 'haziran', 'gazeteci', 'soru', 'yanıtla', 'çalış', 'sosyal', 'güvenlik', 'bakan', 'vedat', 'işıkhan', 'amaç', 'geçici', 'ekonomik', 'refah', 'sağla', 'ol', 'söyle', 'peki', 'asgari', 'üc']",economics,0.7184,pozitif
"['erdoğan', 'temmuz', 'diplomasi']",politics,0.0,nötr
"['cumhurbaşkanı', 'erdoğan', 'temmuz', 'ay', 'yoğun', 'diploma', 'trafik', 'yürü', 'şanghay', 'işbirliği', 'örgüt', 'şiö', 'zirve', 'için', 'kazakistan', 'bulun', 'erdoğan', 'sonra', 'türk', 'devlet', 'teşkilat', 'tdt', 'gayriresm', 'zirve', 'için', 'azerbaycana', 'gel', 'hafta', 'i', 'nato', 'zirv']",politics,-0.25,negatif
"['sultan', 'kösen', 'gör', 'internet', 'fenomen', 'hiko', 'baba', 'tepki', 'gündem', 'ol']",entertainment,-0.6124,negatif
"['sultan', 'kösen', 'karşı', 'gör', 'hiko', 'baba', 'yaşa', 'şaşkınlık', 'gören', 'gülümse']",entertainment,-0.6124,negatif
"['esin', 'gündoğdu', 'ver', 'kilo', 'gündem', 'eğlence', 'li', 'paylaşım', 'i', 'gündem', 'ol']",entertainment,0.0,nötr
"['ekran', 'sev', 'komedi', 'oyuncu', 'esin', 'gündoğdu', 'geç', 'yıl', 'sağlık', 'li', 'besle', 'saye', 'ameliyat', 'ol', 'yıl', 'kilo', 'ver', 'büyük', 'dönüşüm', 'yaşa']",entertainment,0.6124,pozitif
"['lerin', 'ünlü', 'isim', 'i', 'Hyşe', 'mine', 'üz', 'haber']",entertainment,0.4588,pozitif
"['li', 'yıl', 'seslen', 'erkek', 'millet', 'yemin', 'mi', 'et', 'şarkı', 'ünle', 'Hyşe', 'mine', 'üz', 'haber', 'gel']",entertainment,0.7184,pozitif
"['akşam', 'konser', 'sabah', 'ameliyat', 'ibrahim', 'tatlısesten', 'haber', 'var']",entertainment,0.25,pozitif
"['harbi', 'sahne', 'çık', 'ibrahim', 'tatlıses', 'ertesi', 'gün', 'kalp', 'ameliyat', 'ol', 'konser', 'dinleyici', 'gözyaşı', 'iç', 'helallik', 'iste', 'sanatçı', 'sağlık', 'durum', 'iyi', 'ol', 'öğren', 'davalık', 'ol', 'oğul', 'ahmet', 'tatlıses', 'konser', 'hastane', 'ibrah']",entertainment,-0.6124,negatif
"['fenerbahçe', 'Youssef', 'ennesyri', 'beklenmedik', 'haber', 'telefon', 'görüşme', 'orta', 'çık']",sports,0.4588,pozitif
"['ad', 'fenerbahçe', 'an', 'sevilla', 'faslı', 'golcü', 'Youssef', 'ennesyri', 'için', 'roma', 'sürpriz', 'atak', 'yap', 'yeni', 'geliş', 'yaşa', 'ileri', 'sür']",sports,-0.4588,negatif
"['diz', 'hafıza', 'kazın', 'ünlü', 'oyuncu', 'acı', 'haber', 'gel']",entertainment,0.25,pozitif
"['kamer', 'karşı', 'geç', 'Beverly', 'hills', 'adıl', 'diz', 'genç', 'yaş', 'hafıza', 'kazın', 'Hhannen', 'doherty', 'yıl', 'yana', 'hastalık', 'karşı', 'ver', 'mücadele', 'kaybet']",entertainment,-0.8402,negatif
"['seçil', 'erzan', 'kötü', 'haber']",other,0.25,pozitif
"['seçil', 'erzan', 'şikâyet', 'üzer', 'denizbank', 'yönetici', 'hak', 'başla', 'kişi', 'hürriyet', 'yoksun', 'bırak', 'suçlama', 'ilişkin', 'soruşturma', 'takipsizlik', 'karar', 'ver', 'savcılık', 'erzan', 'iddia', 'gerçek', 'yansı', 'suç', 'işle', 'dair', 'i']",other,-0.875,negatif
"['acı', 'haber']",entertainment,0.0,nötr
"['akın', 'akınöz', 'kendi', 'gibi', 'oyuncu', 'ol', 'anne', 'özlem', 'akı', 'uzun', 'süre', 'i', 'mücadele', 'et', 'hastalık', 'yenil', 'hayat', 'kaybet']",entertainment,-0.25,negatif
"['sürpriz', 'teklif', 'per', 'arka', 'anlat', 'kafa', 'hayal', 'et', 'gibi', 'ol']",entertainment,-0.25,negatif
"['camda', 'ki', 'kız', 'dizi', 'tanı', 'feyyaz', 'şerifoğlu', 'italya', 'capri', 'ada', 'evlen', 'teklif', 'et', 'sevgili', 'kanal', 'd', 'haber', 'spiker', 'merve', 'dinçkol', 'önce', 'ki', 'gün', 'istanbul', 'havaliman', 'görüntülen']",entertainment,0.7906,pozitif
"['öğretmen', 'iyi', 'haber']",other,0.6124,pozitif
"['milli', 'eğitim', 'bakan', 'yusuf', 'tekin', 'öğretmen', 'güzel', 'haber', 'gel', 'yıl', 'öğretmen', 'için', 'ikinci', 'kez', 'gerçekleş', 'il', 'iç', 'il', 'ara', 'istek', 'bağlı', 'yer', 'değiş', 'başvuru', 'temmuz', 'başla', 'bil', 'bakan', 'tekin', 'öğretmen', 'oda', 'buluş']",other,-0.25,negatif
"['emekli', 'öğretmen', 'acı', 'haber']",other,0.0,nötr
"['balıkesir', 'erdek', 'ilçe', 'baba', 'birlikte', 'deniz', 'yüz', 'kaybol', 'yaş', 'ki', 'emekli', 'öğretmen', 'banu', 'şafak', 'tutar', 'gün', 'sonra', 'kilometre', 'uzaklık', 'ki', 'bandırma', 'ilçe', 'bağlı', 'edincik', 'altı', 'sahil', 'cansız', 'beden', 'bulun', 'iddia', 'göre', 'tutar', 'yüz']",other,-0.9432,negatif
"['trt', 'haber', 'haber', 'koordinatör', 'gör', 'abu', 'haber', 'grup', 'başkan', 'seç']",other,0.875,pozitif
"['trt', 'haber', 'haber', 'koordinatör', 'ahmet', 'gör', 'asya', 'pasifik', 'yayın', 'birlik', 'abu', 'haber', 'grup', 'başkan', 'seç', 'anadolu', 'ajan']",other,0.9186,pozitif
"['facebook', 'haber', 'içerik', 'engelle']",technology,0.25,pozitif
"['meta', 'lisans', 'ücret', 'öde', 'için', 'avustralyalı', 'haber', 'içerik', 'paylaş', 'engelle', 'gündem', 'getir', 'açıkla', 'facebook', 'sahip', 'metan', 'yap', 'açıkla', 'hükümet', 'nasıl', 'karşılık', 'ver', 'merak', 'bekle']",technology,-0.875,negatif
"['david', 'alaba', 'kötü', 'haber']",sports,0.0,nötr
"['ispanyol', 'devi', 'real', 'madri', 'top', 'koş', 'avusturyalı', 'yıldız', 'david', 'alaba', 'kötü', 'haber', 'gel', 'detay']",sports,0.8402,pozitif
"['lionel', 'messi', 'kötü', 'haber']",sports,-0.25,negatif
"['copa', 'america', 'kez', 'şampiyonluk', 'ulaş', 'arjantin', 'milli', 'takım', 'dünyaca', 'ünlü', 'yıldız', 'lionel', 'messi', 'kolombi', 'oyna', 'final', 'maçında', 'sakatla', 'neden', 'oy', 'devam', 'et']",sports,0.25,pozitif
"['orman', 'müdür', 'şehit', 'ol', 'bergama', 'acı', 'haber']",other,-0.25,negatif
"['izmir', 'bergama', 'çoban', 'mahalle', 'ki', 'ormanlık', 'alan', 'çık', 'yangı', 'saat', 'sonra', 'kontrol', 'alt', 'al', 'acı', 'haber', 'gel', 'kamyonet', 'yangı', 'bölge', 'git', 'çalış', 'berga', 'orman', 'işle', 'müdür', 'şahin', 'dönertaş', 'geçir', 'kaza', 'sonuç', 'şehit', 'ol', 'ulaş']",other,-0.9001,negatif
"['yaş', 'ki', 'çocuk', 'acı', 'haber']",other,0.0,nötr
"['mersi', 'tarsus', 'ilçe', 'sulam', 'kanal', 'akıntı', 'sürükle', 'vatandaş', 'su', 'çıkar', 'yaş', 'ki', 'cumal', 'er', 'dalkıran', 'kal', 'hastane', 'hayat', 'kaybet']",other,0.0,nötr
"['yaş', 'ki', 'aselnur', 'acı', 'haber']",other,0.25,pozitif
"['siirt', 'balkon', 'oyun', 'oyna', 'yaş', 'ki', 'aselnur', 'çengel', 'denge', 'yitir', 'kattan', 'düş', 'yaşam', 'yitir']",other,0.4588,pozitif
"['bunal', 'sıcak', 'ilgili', 'kötü', 'haber']",other,0.25,pozitif
"['son', 'dakika', 'hava', 'durum', 'bunal', 'sıcak', 'ilgili', 'meteoroloji', 'yeni', 'açıkla', 'gel', 'bu', 'göre', 'marmara', 'bölge', 'sıcaklık', 'mevsim', 'normal', 'derece', 'üzer', 'seyre', 'kaydet']",other,-0.6124,negatif
"['açık', 'kapı', 'facia', 'acı', 'haber']",other,-0.25,negatif
"['edirne', 'sürücü', 'seyir', 'hal', 'i', 'kapı', 'aç', 'minibüs', 'düş', 'yaş', 'ki', 'ufuk', 'çelik', 'gün', 'sonra', 'hayat', 'kaybet']",other,-0.25,negatif
"['aras', 'nehir', 'kaybol', 'çocuk', 'acı', 'haber']",other,-0.6124,negatif
"['erzur', 'dün', 'aras', 'nehir', 'kaybol', 'yaş', 'ki', 'vefa', 'murat', 'sevuk', 'cansız', 'beden', 'ulaş', 'ekip', 'sabah', 'yaş', 'ki', 'yusuf', 'özer', 'cansız', 'beden', 'bul']",other,-0.25,negatif
"['yaş', 'ki', 'genç', 'acı', 'haber']",other,0.0,nötr
"['muğla', 'fethiye', 'ilçe', 'tatile', 'gel', 'yaş', 'ki', 'genç', 'boğ', 'hayat', 'kaybet']",other,-0.25,negatif
"['milli', 'takım', 'kötü', 'haber']",sports,0.0,nötr
"['milli', 'takım', 'portekiz', 'maçında', 'sarı', 'kart', 'gör', 'abdülkerim', 'bardak', 'ci', 'çekya', 'maçında', 'cezalı', 'durum', 'düş']",sports,-0.7906,negatif
"['kullan', 'tacı', 'bile', 'başka', 'ver', 'acaba', 'an', 'bile', 'üz', 'mi']",entertainment,-0.4588,negatif
"['ingiliz', 'kraliyet', 'aile', 'yıl', 'baş', 'beri', 'gerçekten', 'zor', 'gün', 'yaşa', 'önce', 'kral', 'charles', 'art', 'büyük', 'oğul', 'prens', 'william', 'karı', 'gal', 'prenses', 'kate', 'kanser', 'tedavi', 'gör', 'açıkla', 'haber', 'dünya', 'kelime', 'tam', 'anlam', 'şok', 'et']",entertainment,0.0,nötr
"['baraj', 'düş', 'araç', 'ki', 'çocuk', 'acı', 'haber']",other,-0.4588,negatif
"['bilecikin', 'pazaryer', 'ilçe', 'el', 'freni', 'boşal', 'sonuç', 'baraj', 'düş', 'otomobil', 'ki', 'yaş', 'ki', 'çocuk', 'hayat', 'kaybet']",other,-0.7184,negatif
"['türksat', 'adan', 'yeni', 'haber', 'üçüncü', 'ateşle', 'gerçekleş']",technology,0.25,pozitif
"['ulaş', 'altyap', 'bakan', 'abdulka', 'i', 'uraloğlu', 'türksat', 'an', 'uzay', 'yolculuk', 'ateşle', 'süreç', 'başarı', 'gerçekleş', 'duy']",technology,0.0,nötr
"['istanbullu', 'iyi', 'haber', 'çalış', 'erken', 'bit']",other,-0.25,negatif
"['ibb', 'haliç', 'köprü', 'metrobüs', 'yol', 'ki', 'asfalt', 'yenilem', 'çalış', 'bitir', 'temmuz', 'gece', 'başla', 'temmuz', 'sonlan', 'planla', 'çalış', 'ekip', 'gayret', 'erken', 'bitir', 'd', 'yol', 'haliç', 'orta', 'köprü', 'kadıköy', 'istikamet', 'gece', 'itibari']",other,-0.875,negatif
"['baba', 'vahşet', 'ay', 'sonra', 'acı', 'haber']",other,-0.25,negatif
"['kocaeli', 'anne', 'ağabey', 'baba', 'vahşet', 'kaybet', 'kendi', 'ağır', 'yarala', 'nurse', 'acar', 'acı', 'haber', 'gel', 'ay', 'boyunca', 'yaşam', 'mücadele', 'ver', 'genç', 'kız', 'hayat', 'kaybet']",other,-0.4588,negatif
"['siirt', 'süs', 'havuz', 'düş', 'yaş', 'ki', 'çocuk', 'acı', 'haber']",other,-0.25,negatif
"['siirt', 'ev', 'bahçe', 'ki', 'süs', 'havuz', 'düş', 'yaş', 'ki', 'ömer', 'asaf', 'pekedis', 'hayat', 'kaybet']",other,-0.4588,negatif
"['sarı', 'deniz', 'kaybol', 'acı', 'haber', 'ersin', 'oral', 'cansız', 'beden', 'ulaş']",other,-0.25,negatif
"['istanbulda', 'sarıyer', 'kısırka', 'plaj', 'deniz', 'gir', 'sonra', 'deniz', 'kaybol', 'yaş', 'ki', 'ersin', 'oral', 'cenaze', 'ulaş']",other,0.4588,pozitif
"['kendi', 'bıçakla', 'oğul', 'şikayetçi', 'ol', 'acı', 'haber', 'gel']",other,-0.25,negatif
"['bursa', 'psikoloji', 'sorun', 'ol', 'iddia', 'et', 'Yakup', 'demirboğ', 'anne', 'gülçin', 'demirboğ', 'evdeyken', 'o', 'başka', 'kadın', 'yatak', 'gör', 'de', 'baba', 'süleyman', 'demirboğa', 'karın', 'bıçakla', 'polis', 'ver', 'ifade', 'oğul', 'şikayet', 'çi', 'ol']",other,-0.9001,negatif
"['edirne', 'minibüs', 'düş', 'ufuk', 'çelik', 'gün', 'sonra', 'acı', 'haber']",other,-0.7184,negatif
"['edirne', 'sürücü', 'seyir', 'hal', 'i', 'kapı', 'aç', 'yolcu', 'minibü', 'düş', 'altmış', 'üç', 'yaşında', 'ki', 'ufuk', 'çelik', 'gün', 'i', 'tedavi', 'gör', 'hastane', 'yaşam', 'yitir']",other,-0.6124,negatif
"['bakan', 'yumaklı', 'iyi', 'haber', 'yangı', 'tamam', 'kontrol', 'alt']",other,0.25,pozitif
"['yurt', 'genel', 'çık', 'yangı', 'hak', 'açıkla', 'yap', 'tarım', 'orman', 'bakan', 'ibrahim', 'yumaklı', 'ü', 'orman', 'yangı', 'ü', 'orman', 'dış', 'yangı', 'ol', 'üzere', 'arkadaş', 'bütün', 'yurt', 'çap', 'yangı', 'mücadele', 'et', 'yangı', 'tamam', 'kontrol', 'alt', 'al']",other,-0.875,negatif
"['son', 'dakika', 'türksat', 'uza', 'fırlat']",technology,-0.25,negatif
"['son', 'dakika', 'haber', 'türkiye', 'yerli', 'milli', 'haberleş', 'uydu', 'türksat', 'abdn', 'flori', 'eyalet', 'ki', 'cape', 'canaveral', 'uzay', 'kuvvet', 'istasyon', 'space', 'ait', 'falcon', 'roket', 'uza', 'fırlat', 'fırla', 'inci', 'dakika', 'sonra', 'i', 'geç']",technology,-0.4588,negatif
"['kahret', 'haber', 'yorgun', 'mermi', 'aylık', 'bebek', 'hayat', 'kop']",other,-0.4588,negatif
"['aydın', 'Sök', 'ilçe', 'yaşa', 'olay', 'yürek', 'dağla', 'yol', 'geç', 'düğün', 'konvoyu', 'ateşle', 'yorgun', 'mermi', 'ev', 'anne', 'birlikte', 'oyna', 'bebek', 'baş', 'isabet', 'et', 'aylık', 'bebek', 'tüm', 'müdahale', 'rağmen', 'kurtar']",other,-0.9186,negatif
"['karde', 'şi', 'dayı', 'baş', 'vur', 'acı', 'haber', 'gel']",other,0.0,nötr
"['ankara', 'yaş', 'ki', 'bekir', 'şanal', 'dün', 'çık', 'tartışma', 'ardından', 'dayı', 'kardeş', 'vur', 'ardından', 'kendi', 'ateş', 'et', 'baş', 'yarala', 'iki', 'kişi', 'tedavi', 'gör', 'hastane', 'hayat', 'kaybet']",other,-0.25,negatif
"['neş', 'yıllık', 'evli', 'i', 'eş', 'o', 'haber', 'al', 'büyük', 'acı']",other,-0.25,negatif
"['diyarbakır', 'yıl', 'dir', 'evli', 'ol', 'eş', 'haber', 'al', 'yşin', 'yardım', 'iste', 'komşu', 'ev', 'yanık', 'koku', 'gel', 'belir', 'ihbar', 'bulun', 'adres', 'sevk', 'et', 'itfaiy', 'ekip', 'kapı', 'kır', 'gir', 'ev', 'yaş', 'ki', 'neş', 'şimşek', 'kalp', 'kriz']",other,-0.9001,negatif
"['trt', 'haber', 'asyapasifik', 'yayıncı', 'birlik', 'abu', 'haber', 'grup', 'başkanlık', 'seç']",other,0.7184,pozitif
"['trt', 'haber', 'haber', 'koordinatör', 'ahmet', 'gör', 'asya', 'pasifik', 'yayın', 'birlik', 'abu', 'haber', 'grup', 'başkan', 'seç', 'anadolu', 'ajan']",other,0.9186,pozitif
"['abu', 'haber', 'grup', 'trt', 'haber', 'emanet']",other,0.7906,pozitif
"['trt', 'haber', 'haber', 'koordinatör', 'ahmet', 'gör', 'asya', 'pasifik', 'yayın', 'birlik', 'abu', 'haber', 'grup', 'başkan', 'seç', 'anadolu', 'ajan']",other,0.9186,pozitif
"['izim', 'feci', 'olay', 'sağanak', 'yağış', 'sonra', 'elektrik', 'akım', 'kap', 'kişi', 'acı', 'haber']",other,-0.6124,negatif
"['izmirin', 'konak', 'ilçe', 'sağanak', 'yağış', 'kaç', 'çalış', 'elektrik', 'akım', 'kap', 'kadın', 'kişi', 'hayat', 'kaybet', 'polis', 'ekip', 'olay', 'yer', 'güvenlik', 'önlem', 'al', 'elektrik', 'firma', 'yetkili', 'incele', 'bulun']",other,-0.8402,negatif
"['diyarbakırmardardin', 'sınır', 'ki', 'anız', 'yangı', 'acı', 'haber', 'ölü', 'sayı', 'e', 'yüksel']",other,-0.7184,negatif
"['diyarbakır', 'marti', 'mazıdak', 'ilçe', 'ara', 'ki', 'bölge', 'çık', 'yerleşim', 'yer', 'sıçra', 'yangı', 'zekiye', 'erdenli', 'hayat', 'kaybet', 'ölü', 'sayı', 'on', 'beş', 'çık']",other,-0.9001,negatif
"['gün', 'i', 'haber', 'yer', 'ara', 'kayıp', 'profesör', 'ceset', 'korkunç', 'hal', 'bulun']",other,-0.7184,negatif
"['eskişehir', 'gün', 'önce', 'ev', 'çık', 'sonra', 'kendi', 'haber', 'al', 'eskişehir', 'teknik', 'üniversite', 'est', 'görevli', 'öğretim', 'üye', 'prof', 'dr', 'bekir', 'kara', 'porsuk', 'çay', 'el', 'ip', 'bağla', 'hal', 'ceset', 'bulun', 'başsavcılık', 'cinayet']",other,-0.25,negatif
"['ankara', 'ki', 'vahşet', 'kan', 'don', 'detay', 'katliam', 'önce', 'anne', 'ara', 'haber', 'ver', 'çocuk', 'baba', 'yap', 'ses', 'duy']",other,-0.25,negatif
"['ankara', 'çanka', 'ilçe', 'oğul', 'kız', 'tabanca', 'öl', 'aynı', 'silah', 'intihar', 'et', 'inşaat', 'mühendis', 'murat', 'keklik', 'olay', 'önce', 'eş', 'cemile', 'yıldız', 'kekliki', 'ara', 'çocuk', 'öl', 'söyle', 'orta', 'çık']",other,-0.7184,negatif
"['manisa', 'selin', 'öztürkten', 'gün', 'i', 'haber', 'al', 'kızım', 'bul', 'bul']",other,0.4588,pozitif
"['manisa', 'şehzade', 'ilçe', 'anne', 'ev', 'baba', 'git', 'de', 'çık', 'selin', 'öztürk', 'gün', 'i', 'haber', 'al', 'soruşturma', 'cinayet', 'şüphe', 'derinleş', 'bayram', 'kendi', 'zehir', 'ol', 'söyle', 'yeliz', 'kara', 'an', 'ö']",other,-0.25,negatif
"['huawei', 'mate', 'seri', 'kötü', 'haber', 'nm', 'kal']",technology,0.0,nötr
"['huawei', 'mate', 'seri', 'güç', 'ver', 'bekle', 'huawei', 'kir', 'performans', 'beklenti', 'alt', 'kal', 'yonga', 'set', 'nm', 'üretim', 'süreç', 'çık', 'söyle']",technology,0.25,pozitif
"['dün', 'bebek', 'kaybet', 'sabah', 'acı', 'haber', 'gel', 'özlem', 'kardeş', 'rojbin', 'kurtar']",other,0.0,nötr
"['mardi', 'mazıdak', 'ilçe', 'i', 'otomobil', 'çarpış', 'kaza', 'karın', 'ki', 'aylık', 'bebek', 'kaybet', 'yaş', 'ki', 'özlem', 'nerse', 'karakaş', 'yaş', 'ki', 'kız', 'kardeş', 'rojbin', 'nerse', 'tedavi', 'gör', 'hastane', 'kurtar']",other,-0.6124,negatif
"['rize', 'gün', 'i', 'kayıp', 'i', 'ormanlık', 'alan', 'ölü', 'bulun']",other,-0.7184,negatif
"['rize', 'pazar', 'ilçe', 'kendi', 'gün', 'i', 'kendi', 'haber', 'al', 'ismet', 'vardal', 'ormanlık', 'alan', 'ölü', 'olarak', 'bulun']",other,0.0,nötr
"['internet', 'haber', 'site', 'son', 'gel']",entertainment,-0.25,negatif
"['türkiye', 'ki', 'internet', 'yayıncılık', 'büyük', 'tehlike', 'bekle', 'çoğu', 'yayıncı', 'tehlike', 'fark', 'video', 'tehlike', 'ol', 'al', 'gerek', 'önlem', 'el', 'al']",entertainment,-0.875,negatif
"['xiaomi', 'mix', 'fold', 'için', 'kötü', 'haber', 'sınırlı', 'ol']",technology,-0.4588,negatif
"['xiaomi', 'merak', 'bekle', 'katla', 'telefon', 'xiao', 'mix', 'fold', 'önce', 'ki', 'iddia', 'aksine', 'dünya', 'çap', 'piyasa', 'sür', 'detay']",technology,0.0,nötr
"['hande', 'balat', 'kötü', 'haber']",sports,0.4588,pozitif
"['file', 'sultan', 'hande', 'balat', 'sakatlık', 'neden', 'millet', 'lig', 'final', 'etap', 'yer', 'al', 'öğren']",sports,0.0,nötr
"['bodrum', 'kaybol', 'yaş', 'ki', 'kadın', 'ölü', 'bulun']",other,0.0,nötr
"['muğla', 'Bodrum', 'ilçe', 'gün', 'i', 'haber', 'al', 'yaş', 'ki', 'kadın', 'cansız', 'beden', 'bulun']",other,-0.25,negatif
"['cumhurbaşkanı', 'erdoğan', 'yarın', 'put', 'görüş']",politics,0.4588,pozitif
"['son', 'dakika', 'tass', 'haber', 'ajansı', 'bil', 'göre', 'rusya', 'devlet', 'başkan', 'putin', 'cumhurbaşkanı', 'erdoğan', 'yarın', 'astana', 'görüş']",politics,0.6124,pozitif
"['gaziantep', 'gün', 'i', 'kayıp', 'ol', 'engelli', 'bulun']",other,-0.7184,negatif
"['gaziante', 'islahiye', 'ilçe', 'gün', 'i', 'kendi', 'haber', 'al', 'yaş', 'ki', 'zihinsel', 'engelli', 'ali', 'gülsoy', 'bulun']",other,0.0,nötr
"['ev', 'bıçakla', 'öl']",other,-0.25,negatif
"['siva', 'şarkış', 'ilçe', 'kendi', 'haber', 'al', 'kişi', 'ev', 'bıçakla', 'öl', 'belirle']",other,-0.4588,negatif
